X,Y,OBJECTID,LGACode,StateCode,Prim_Name,Alt_Name,Functional,Type,Ownership,WardCode,GlobalID,lat,lon,icon_url
10.6313070016942,9.55945999940598,"139","5001",BA,Mansur Health Clinic,,Unknown,Primary,National Primary Healthcare Development Agency,BA0116,be1f7acb-0048-4f26-b174-51058d3ca8f1,9.560000000000000,10.630000000000001,./0.png
10.9543100015317,9.70028899980741,"149","5001",BA,Gobirawa Maternal and Child Health,,Functional,Primary,National Primary Healthcare Development Agency,BA0111,2525ee1c-e662-4adc-a9f3-d6ae39693438,9.699999999999999,10.949999999999999,./0.png
10.750738058475,9.64906511971061,"150","5001",BA,Gwana Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,BA0111,ccea57fe-275c-4a90-9c5c-645f8b3238ae,9.650000000000000,10.750000000000000,./0.png
10.2268136110316,10.0075355348532,"162","5001",BA,Shafa Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,BA0115,04b852b0-7f29-48e4-ad88-7ce3805e838f,10.010000000000000,10.230000000000000,./0.png
9.03862090187669,11.4651013901864,"183","20002",KN,Falali Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3703,6b1912b1-c3c3-475f-b23b-50635c140bca,11.470000000000001,9.039999999999999,./0.png
9.10840900220507,11.565951000235,"185","20002",KN,Takai Nysc Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3709,9f4d5480-eb4f-4e72-8b70-feb5a83f403a,11.570000000000000,9.109999999999999,./0.png
9.10650400248824,11.4874550001237,"186","20002",KN,Kyansha Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3703,0e253757-c4cb-4a21-b4f4-659c88baaf76,11.490000000000000,9.109999999999999,./0.png
9.11793569690397,11.5415932789967,"188","20002",KN,Gamawa Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3708,7faebcbf-793d-4164-8d46-1bd5e582641a,11.539999999999999,9.119999999999999,./0.png
9.15383151133855,11.6343723559144,"192","20002",KN,Garandiya Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3709,01651eb1-e67c-435d-9e64-b3d7a7a42502,11.630000000000001,9.150000000000000,./0.png
9.16179696407809,11.4810247305807,"193","20002",KN,Salmande Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3704,ab8d3c16-33a8-45ed-a451-d2a32c92bfab,11.480000000000000,9.160000000000000,./0.png
9.3242107268318,11.5209596305672,"195","20002",KN,Awazara Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3706,3b4cc1c1-9329-45e3-9f5f-2673914a5a07,11.520000000000000,9.320000000000000,./0.png
9.33715600183445,11.5669589999548,"196","20002",KN,Langwami Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3706,f49e86bf-b5ac-44b2-8161-d96a76845e7c,11.570000000000000,9.340000000000000,./0.png
9.15381100229816,11.5577159999878,"197","20002",KN,Dinyar Madiga Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3708,2d2f241e-254c-48ca-b675-7a279a63d277,11.560000000000000,9.150000000000000,./0.png
9.17571073338123,11.5352537312631,"198","20002",KN,Sakwaya Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3702,717fc165-40f9-4218-89d7-413297bf3047,11.539999999999999,9.180000000000000,./0.png
9.19298537798625,11.4863187858587,"199","20002",KN,Kafin Lafiya Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3702,d348e1b1-c630-4ae0-96f6-4c1ab7408e07,11.490000000000000,9.190000000000000,./0.png
9.2492100596997,11.5379981851573,"200","20002",KN,Kachako Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3706,1c1b3967-ba48-4338-9857-d2db60edcc01,11.539999999999999,9.250000000000000,./0.png
9.23182711783384,11.5397249140631,"201","20002",KN,Durbunde Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3702,f1a5f71b-873a-4528-9cac-69f89266e15d,11.539999999999999,9.230000000000000,./0.png
9.2123012201342,11.4492753042774,"202","20002",KN,Danbazau Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3705,00e708b5-7dfe-4e34-a4d3-7b79e353c927,11.449999999999999,9.210000000000001,./0.png
9.14349700240836,11.5127379996413,"203","20002",KN,Zuga Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3710,494af303-5941-4a33-ac3c-4d11ab958e43,11.510000000000000,9.140000000000001,./0.png
9.18061125252286,11.4700300769974,"204","20002",KN,Diribo Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3707,c9afacf4-0415-4726-8124-8c333bc5e35b,11.470000000000001,9.180000000000000,./0.png
9.32053100229351,11.5606559997697,"205","20002",KN,Huguma Model Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3706,f686bd04-0be3-44b3-8024-4cb9f66e5e44,11.560000000000000,9.320000000000000,./0.png
9.15570184218851,11.5805284898983,"206","20002",KN,Kogo Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3710,bb019a48-1c2e-4d1a-916c-9da9d9ebcc62,11.580000000000000,9.160000000000000,./0.png
9.19681000219124,11.4108700000058,"208","20002",KN,Faruruwa Dispensary,,Functional,Primary,National Primary Healthcare Development Agency,KN3705,f4e2057b-2a2f-4cdc-a601-20a72cd60dd8,11.410000000000000,9.199999999999999,./0.png
9.09255400219705,11.3915599998439,"209","20002",KN,Hatsai Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3704,b09556e4-cc12-43b7-b7c4-1a9356e6013e,11.390000000000001,9.090000000000000,./0.png
9.12879422999325,11.3410541861381,"210","20002",KN,Birnin Bako Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3701,29c86ec3-ac3f-4d63-aa0f-bc509b8c7a1b,11.340000000000000,9.130000000000001,./0.png
9.13697217634851,11.4370880156615,"211","20002",KN,Shawu Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3707,64119ce9-5aa6-4951-9611-060929223618,11.440000000000000,9.140000000000001,./0.png
9.08698500169012,11.4443570001394,"212","20002",KN,Fajewa Model Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3704,89091159-bd54-4cb2-9962-6ed7faeaac48,11.440000000000000,9.090000000000000,./0.png
9.17961611220799,11.3751783199691,"213","20002",KN,Bagwaro Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KN3701,a175c21a-548f-4460-a5a4-59377ef2b789,11.380000000000001,9.180000000000000,./0.png
9.12116900247316,11.375375999948,"215","20002",KN,Kayarda Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3701,d62a1be6-5b53-4806-a992-351e37e4c207,11.380000000000001,9.119999999999999,./0.png
9.20176450943426,11.3718974852256,"216","20002",KN,Shukutu Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3701,df08814d-1f59-4172-8e44-dd696f82e8a0,11.369999999999999,9.199999999999999,./0.png
9.21485113178237,11.4226714057192,"217","20002",KN,Yada Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3705,530a375f-9d94-4fdf-a72e-4c050eba4245,11.420000000000000,9.210000000000001,./0.png
9.15407506932881,11.412250884726,"218","20002",KN,Kurido Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KN3707,9045cb95-0937-4c59-b6dd-d072b71972c3,11.410000000000000,9.150000000000000,./0.png
3.98716000311138,12.1691399997489,"219","507",KB,Afaja Dispensary,,Functional,Primary,National Primary Healthcare Development Agency,"50707",95f330fe-2480-4ab1-ad00-9fd2fcdfd4a0,12.170000000000000,3.990000000000000,./0.png
3.9554790035411,12.254185999754,"224","507",KB,Zogirma Health Post,Zogirma Upgraded Center,Unknown,Primary,National Primary Healthcare Development Agency,"50710",ab1afad1-45b7-4c4f-a66f-5e19cb42facb,12.250000000000000,3.960000000000000,./0.png
3.81784600311218,12.0944080005419,"226","507",KB,Bangalasa Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",8f3ff478-5ee0-480b-bb98-a1c84138182f,12.090000000000000,3.820000000000000,./0.png
3.86995900331412,12.1270219999897,"227","507",KB,Bachaka Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",cec71dc3-7a3c-4499-8534-9a525cef8991,12.130000000000001,3.870000000000000,./0.png
3.89645700309038,12.130583999677,"228","507",KB,Tunau Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",35a8f63d-e77f-4cb6-8a2d-696c3989188a,12.130000000000001,3.900000000000000,./0.png
3.90961500372887,12.2920460001078,"229","507",KB,Zogirma Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,"50710",70c0f138-6a83-499b-8158-c1ec6d6226a4,12.289999999999999,3.910000000000000,./0.png
3.91279000355365,12.086918000474,"230","507",KB,Gulmare Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",a1d8acf8-b8b1-4435-85b8-81d46043c23e,12.090000000000000,3.910000000000000,./0.png
3.93237500289761,12.2057279998997,"231","507",KB,Tsamiya Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50710",ac12b95c-d9f9-4a03-9a3d-f1f758ccd445,12.210000000000001,3.930000000000000,./0.png
3.96643200321896,12.1028650002331,"232","507",KB,Gerun Tsamiya Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50701",5f850df2-9ac4-4ca8-bcd3-32ea22e7f319,12.100000000000000,3.970000000000000,./0.png
4.07714500329619,12.0760389997017,"233","507",KB,Raha Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50705",9f743fe0-d0e4-4aa2-a5ff-1b32735be020,12.080000000000000,4.080000000000000,./0.png
4.11200200363832,12.1590510003349,"234","507",KB,Gumbire Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50705",9e2dd2c3-7d21-4987-904f-996c6a22462a,12.160000000000000,4.110000000000001,./0.png
4.11934200307824,12.2544770005796,"235","507",KB,Sabonbirni Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50706",388d1650-26f7-4b27-8a9c-adb5271e1735,12.250000000000000,4.120000000000000,./0.png
4.12142300281603,12.2266509998001,"236","507",KB,Garafita Limac Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50706",da25e36d-b99b-4aa8-9f0a-d9c8b5c22404,12.230000000000000,4.120000000000000,./0.png
4.12961700296688,12.198584000497,"237","507",KB,Chikadu Yamma Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50706",2aafdb0e-8e28-405a-8f4f-97fe04b444a5,12.199999999999999,4.130000000000000,./0.png
4.00233700332553,12.0792340004529,"238","507",KB,Bunza General Hospital,,Functional,Secondary,National Primary Healthcare Development Agency,"50701",1b41c3aa-52f0-4d6d-8255-dba7e04fd0e5,12.080000000000000,4.000000000000000,./1.png
3.90263600295038,12.3476890003529,"239","507",KB,Hilema Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50708",ebfc1b04-789a-4f8d-80e0-a830e42ee16f,12.350000000000000,3.900000000000000,./0.png
3.96708000342353,12.0502799998162,"241","507",KB,Much Marafa Health Post,,Functional,Primary,National Primary Healthcare Development Agency,"50701",75510129-e84d-4f31-b3c5-427dedeee162,12.050000000000001,3.970000000000000,./0.png
4.01641900340636,12.0875810004697,"243","507",KB,Bunza Primary Health Center,Dangaladima Primary Health Center,Unknown,Primary,National Primary Healthcare Development Agency,"50702",29a23c13-cb27-469e-991c-21adfff7cb55,12.090000000000000,4.020000000000000,./0.png
4.01082022634587,12.098393187007,"246","507",KB,Burma Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,"50701",2dbd60e2-77a1-49a5-8b69-dd4e0187abec,12.100000000000000,4.010000000000000,./0.png
4.03454700300987,12.1951510004647,"247","507",KB,Gwadi Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50709",80f63c91-ae24-494d-a571-4ef83da0f1f3,12.199999999999999,4.030000000000000,./0.png
3.803320003241,12.1272169999902,"248","507",KB,Owa Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",6cc028ce-52ec-4dc6-b68f-57ec1eebb325,12.130000000000001,3.800000000000000,./0.png
3.80581600323116,12.2199780005447,"249","507",KB,Damana Fada Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50703",3dfff771-c71b-4145-bfa0-b544722a6bc6,12.220000000000001,3.810000000000000,./0.png
3.85405500374871,12.2716550004565,"250","507",KB,Guddol Primary Health Center,,Unknown,Primary,National Primary Healthcare Development Agency,"50710",e6c19143-fa97-4979-911d-1bc3a5501cc1,12.270000000000000,3.850000000000000,./0.png
3.86526900287272,12.406999000632,"251","507",KB,Sabon Gari Tunga Health Post,,Functional,Primary,National Primary Healthcare Development Agency,"50708",05401bc0-368c-44e4-b692-3a54204d45b7,12.410000000000000,3.870000000000000,./0.png
3.92970900316246,12.3980840005,"252","507",KB,Tozo Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50708",762bf106-de67-474c-8af5-13c66cffc6e9,12.400000000000000,3.930000000000000,./0.png
3.97307000356152,12.4026310006446,"253","507",KB,Afajan Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50708",5450bac8-7044-4dae-a474-fe39ff2fc5ea,12.400000000000000,3.970000000000000,./0.png
3.9913670028634,12.1293779998178,"254","507",KB,Sabongerijika Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50701",c9a97adf-c39e-41c4-b853-c351966de242,12.130000000000001,3.990000000000000,./0.png
4.055461003385,12.0923619997145,"255","507",KB,Gardi Kofari Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"50704",712e4f23-b7d9-4051-88eb-0ab7bf1c5b1b,12.090000000000000,4.060000000000000,./0.png
4.06543800302193,12.2288810001163,"256","507",KB,Yaryara Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50709",f6846be4-489c-460e-990a-fd37a7be9ad9,12.230000000000000,4.070000000000001,./0.png
4.09433200357204,12.1151190005572,"257","507",KB,Matseri Ilela Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50705",e5235796-d526-4966-897d-2e156bdc4848,12.119999999999999,4.090000000000000,./0.png
4.11721200287926,12.1933809997775,"258","507",KB,Lokon Yamma Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50706",0e823068-89ef-499a-8cac-2637c14d08be,12.190000000000000,4.120000000000000,./0.png
4.12592500358169,12.2544380005796,"259","507",KB,Sabo Biarnin Yamma Health Post,,Unknown,Primary,National Primary Healthcare Development Agency,"50706",513ceba8-02c4-4580-b01f-c9a392d79d0e,12.250000000000000,4.130000000000000,./0.png
3.97668900317774,12.3426230005531,"260","507",KB,Tilli Primary Health Care,,Unknown,Primary,National Primary Healthcare Development Agency,"50708",ed037364-785f-42f1-bc44-ba839bb5192a,12.340000000000000,3.980000000000000,./0.png
4.04215400307067,12.1266109999186,"261","507",KB,Maidahini Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,"50704",0f5f7894-5ad2-4a91-9c9b-401e460b88b1,12.130000000000001,4.040000000000000,./0.png
7.74822619208852,11.2464753130889,"265","19016",KD,Lafiya Health Clinic,,Functional,Primary,National Primary Healthcare Development Agency,KD1602,8fc85e78-3fb8-4c02-a738-ef60b4a2cc51,11.250000000000000,7.750000000000000,./0.png
7.66286000200828,11.2126600001522,"267","19016",KD,Dufa Dufa Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,0967ef20-c0d5-4942-9a5b-987747557400,11.210000000000001,7.660000000000000,./0.png
7.6707900025762,11.2385999993914,"268","19016",KD,Musawa Health Post,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,89af2255-9564-474d-b38c-c47ad3c52369,11.240000000000000,7.670000000000000,./0.png
7.73551900270662,11.2780559995977,"269","19016",KD,Dandako Health Clinic,,Functional,Primary,National Primary Healthcare Development Agency,KD1610,885351f1-d946-45c4-910e-276191573715,11.279999999999999,7.740000000000000,./0.png
7.74276000207932,11.3580899995905,"270","19016",KD,Damski Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1606,8ca0e84f-dc1f-431e-93ae-7694feacf2bc,11.359999999999999,7.740000000000000,./0.png
7.65114162081281,11.2319941174336,"271","19016",KD,Jaja Health Clinic,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,3e7fb187-8637-4e16-bfe4-1901822526c7,11.230000000000000,7.650000000000000,./0.png
7.73579700203735,11.3073829994475,"276","19016",KD,Rahama Nursing Home Kudan,,Functional,Primary,National Primary Healthcare Development Agency,KD1606,f28dc026-d14f-4bde-982f-7990fc1d0467,11.310000000000000,7.740000000000000,./0.png
7.62934800253736,11.269377999605,"278","19016",KD,Kyaude Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,63175598-5a56-4c50-b175-d6782d629de7,11.270000000000000,7.630000000000000,./0.png
7.70236000242475,11.2205899998245,"279","19016",KD,Danbami Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,d4ae6a9c-c34f-4657-8cd9-e4c86949de9e,11.220000000000001,7.700000000000000,./0.png
7.7213300021882,11.3058709998678,"280","19016",KD,Ung Kuka Kudan Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1610,3f8535a3-ceb0-42cc-9fed-17b2c06b3ef2,11.310000000000000,7.720000000000000,./0.png
7.64802000204638,11.2600529994537,"281","19016",KD,Kudan Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1603,4b43ef74-7a77-4ea5-a666-057ff0284c82,11.260000000000000,7.650000000000000,./0.png
7.66373090278101,11.2831916995515,"283","19016",KD,Sabon Garin Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1608,143acac8-7509-41ca-b949-4ff0be8a8529,11.279999999999999,7.660000000000000,./0.png
7.80514700212622,11.3612800001096,"285","19016",KD,Kyadi Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1601,a1a23c3d-64dc-4480-b9af-93d71d771da6,11.359999999999999,7.810000000000000,./0.png
7.82359600214276,11.3136539999559,"291","19016",KD,Kauran Wali North Model Primary Health Care Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1604,074fff0f-d39c-4d99-9d8a-0705196e36cb,11.310000000000000,7.820000000000000,./0.png
7.80163513874179,11.1978983158443,"296","19016",KD,Likoro Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1607,8a291557-9e77-4bd8-845f-1b447a752399,11.199999999999999,7.800000000000000,./0.png
7.77022213534167,11.2263146909681,"298","19016",KD,Dankala Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1609,5e01175b-7d86-4831-83a6-d53b36bf256b,11.230000000000000,7.770000000000000,./0.png
7.76796200234508,11.3059560001906,"299","19016",KD,Matarawa Health Center,,Unknown,Primary,National Primary Healthcare Development Agency,KD1606,7bd70abc-a768-4035-8bec-ed5a954731e5,11.310000000000000,7.770000000000000,./0.png
7.79615200280556,11.2253829996234,"301","19016",KD,Tashan Jirgi Health Center,,Unknown,Primary,National Primary Healthcare Development Agency,KD1609,816ae097-988b-4fa5-9eda-44a180e402ac,11.230000000000000,7.800000000000000,./0.png
7.82722800235607,11.1936040000132,"302","19016",KD,Kushigi Health Clinic,,Functional,Primary,National Primary Healthcare Development Agency,KD1607,4eddd0d7-d896-45fb-b69f-056b85726ebe,11.190000000000000,7.830000000000000,./0.png
7.77401700278275,11.3580179998674,"303","19016",KD,Doka Primary Health Center,,Functional,Primary,National Primary Healthcare Development Agency,KD1601,fe734c99-0cb1-4fbd-87e1-91d0fabc7f20,11.359999999999999,7.770000000000000,./0.png
7.77644243116973,11.1993545709467,"304","19016",KD,Bagaddi Health Clinic,,Functional,Primary,National Primary Healthcare Development Agency,KD1609,7f6129e0-a875-4f0a-9421-c1a8dfbc1d43,11.199999999999999,7.780000000000000,./0.png
4.16747490337955,12.3251174999639,"306","512",KB,Amanawa Lebrosy Clinic,,Functional,Primary,National Primary Healthcare Development Agency,"51205",73ac9e27-149c-46e4-8721-67e1f43623aa,12.330000000000000,4.170000000000000,./0.png
4.21901000283216,12.3314210001714,"307","512",KB,Uguwar Dikko Health Center,,Functional,Primary,National Primary Healthcare Development Agency,"51205",f7b78c94-b07a-4450-9af6-89e643dfc2c1,12.330000000000000,4.220000000000000,./0.png
4.18876400288666,12.3011079998165,"308","512",KB,Badariya Dispensary,,Unknown,Primary,National Primary Healthcare Development Agency,"51201",cb800a53-d09a-41d1-899a-5a025d0cc171,12.300000000000001,4.190000000000002,./0.png
